,Row Names,pclass,Name,Age,Embarked,Current Home Destination,Room,Ticket #,Boat #,Gender,Had Chronic Illness (Y/N),Birth Town,Birth Town,Survived (Y/N)
1088,1089,3rd,"Olsen, Mr Henry Margido",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
1089,1090,3rd,"Olsen, Mr Ole M.",,,,,,,male,N,LONDON,UNITED KINGDOM,N
1090,1091,3rd,"Olsson, Miss Elida",,,,,,,female,N,LONDON,UNITED KINGDOM,N
1091,1092,3rd,"Olsson, Mr Nils Johan",,,,,,,male,N,ISTANBUL,TURKEY,N
1092,1093,3rd,"Olsson, Mr Oscar Johansson",,,,,,,male,Y,NICE,FRANCE,Y
1093,1094,3rd,"O'Neill, Miss Bridget",,,,,,,female,Y,CHICAGO,UNITED STATES,N
1094,1095,3rd,"Oreskovic, Mr Jeko",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
1095,1096,3rd,"Oreskovic, Mr Luka",,,,,,,male,N,ISTANBUL,TURKEY,N
1096,1097,3rd,"Oreskovic, Mr Maria",,,,,,,male,N,SANTA MONICA,UNITED STATES,N
1097,1098,3rd,"Osen, Mr Olof Elon",,,,,,,male,Y,BEIJING,CHINA,N
1098,1099,3rd,"Osman, Miss Maria",,,,,,,female,Y,SANTA MONICA,UNITED STATES,Y
1099,1100,3rd,"O'Sullivan, Miss Bridget",,,,,,,female,Y,RIO DE JANEIRO,BRAZIL,N
1100,1101,3rd,"Panula, Mr Ernesti Arvid",,,,,,,male,Y,EDINBURGH,SCOTLAND,N
1101,1102,3rd,"Panula, Mr Jaako Arnold",,,,,,,male,Y,CAPE TOWN,SOUTH AFRICA,N
1102,1103,3rd,"Panula, Master Juha Niilo",,,,,,,male,N,BEIJING,CHINA,N
1103,1104,3rd,"Panula, Mrs John",,,,,,,female,Y,EDINBURGH,SCOTLAND,N
1104,1105,3rd,"Panula, Master Urho Abraham",,,,,,,male,N,MONTREAL,CANADA,N
1105,1106,3rd,"Panula, Master William",,,,,,,male,Y,ISTANBUL,TURKEY,N
1106,1107,3rd,"Pasic, Mr Jakob",,,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
1107,1108,3rd,"Paulner, Mr Uscher",,,,,,,male,N,HONG KONG,CHINA,N
1108,1109,3rd,"Paulsson, Master Gosta Leonard",,,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
1109,1110,3rd,"Paulsson, Mrs Nils",,,,,,,female,Y,CHICAGO,UNITED STATES,N
1110,1111,3rd,"Paulsson, Master Paul Folke",,,,,,,male,N,BEIJING,CHINA,N
1111,1112,3rd,"Paulsson, Miss Stina Viola",,,,,,,female,N,,,N
1112,1113,3rd,"Paulsson, Miss Torborg Danira",,,,,,,female,N,,,N
1113,1114,3rd,"Pavlovic, Mr Stefo",,,,,,,male,N,HONOLULU,HAWAII,N
1114,1115,3rd,"Peacock, Master Alfred Edward",,,,,,,male,N,TEL AVIV,ISRAEL,N
1115,1116,3rd,"Peacock, Mrs Benjamin",,,,,,,female,N,EDINBURGH,SCOTLAND,N
1116,1117,3rd,"Peacock, Miss Treasteall",,,,,,,female,Y,EDINBURGH,SCOTLAND,N
1117,1118,3rd,"Pearce, Mr Ernest",,,,,,,male,N,BEIJING,CHINA,N
1118,1119,3rd,"Pecruic, Mr Mate",,,,,,,male,Y,ISTANBUL,TURKEY,N
1119,1120,3rd,"Pecruic, Mr Tome",,,,,,,male,N,NEW YORK,UNITED STATES,N
1120,1121,3rd,"Pedersen, Mr Olaf",,,,,,,male,N,BEIJING,CHINA,N
1121,1122,3rd,"Peduzzi, Mr Joseph",,,,,,,male,N,CHICAGO,UNITED STATES,N
1122,1123,3rd,"Pekoniemi, Mr Edvard",,,,,,,male,N,VANCOUVER,BRITISH COLUMBIA,Y
1123,1124,3rd,"Peltomaki, Nikolai Johannes",,,,,,,male,Y,NICE,FRANCE,N
1124,1125,3rd,"Perkin, Mr John Henry",,,,,,,male,N,CHICAGO,UNITED STATES,N
1125,1126,3rd,"Persson, Mr Ernst Ulrik",,,,,,,male,Y,LONDON,UNITED KINGDOM,Y
1126,1127,3rd,"Peter (Joseph), Miss Mary",,,,,,,female,Y,EDINBURGH,SCOTLAND,N
1127,1128,3rd,"Peter (Joseph), Mrs Catherine",,,,,,,female,Y,MONTREAL,CANADA,N
1128,1129,3rd,"Peter (Joseph), Master Michael J.",,,,,,,male,N,SANTA MONICA,UNITED STATES,N
1129,1130,3rd,"Peters, Miss Katie",,,,,,,female,N,KUALA LUMPUR,MALAYSIA,N
1130,1131,3rd,"Petersen, Mr Marius",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1131,1132,3rd,"Petranec, Miss Matilda",,,,,,,female,N,ISTANBUL,TURKEY,N
1132,1133,3rd,"Petroff, Mr Nedeca",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
1133,1134,3rd,"Petroff, Mr Pentcho",,,,,,,male,Y,CHICAGO,UNITED STATES,N
1134,1135,3rd,"Pettersson, Miss Ellen Natalia",,,,,,,female,Y,LONDON,UNITED KINGDOM,N
1135,1136,3rd,"Peterson, Mr Johan Emil",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
1136,1137,3rd,"Pickard (Trembisky), Mr Berk",,,,,,,male,N,ISTANBUL,TURKEY,Y
1137,1138,3rd,"Plotcharsky, Mr Vasil",,,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
1138,1139,3rd,"Potchett, Mr George",,,,,,,male,N,SYDNEY,AUSTRALIA,N
1139,1140,3rd,"Radeff, Mr Alexander",,,,,,,male,N,LONDON,UNITED KINGDOM,N
1140,1141,3rd,"Raibid, Mr Razi",,,,,,,male,N,MONTREAL,CANADA,N
1141,1142,3rd,"Reed, Mr James George",,,,,,,male,Y,,,N
1142,1143,3rd,"Reynolds, Mr Harold",,,,,,,male,Y,NICE,FRANCE,N
1143,1144,3rd,"Rice, Master Albert",,,,,,,male,N,MIAMI BEACH,FLORIDA,N
1144,1145,3rd,"Rice, Master Arthur",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
1145,1146,3rd,"Rice, Master George",,,,,,,male,Y,CHICAGO,UNITED STATES,N
1146,1147,3rd,"Rice, Master Eric",,,,,,,male,N,CHICAGO,UNITED STATES,N
1147,1148,3rd,"Rice, Master Eugene",,,,,,,male,Y,LONDON,UNITED KINGDOM,N
1148,1149,3rd,"Rice, Mrs William",,,,,,,female,N,NICE,FRANCE,N
1149,1150,3rd,"Riihiivouri, Miss Sanni",,,,,,,female,N,,,N
1150,1151,3rd,"Rintamaki, Mr Matti",,,,,,,male,Y,,,N
1151,1152,3rd,"Riordan, Miss Hannah",,,,,,,female,Y,,,Y
1152,1153,3rd,"Risien, Mr Samuel",,,,,,,male,Y,ISTANBUL,TURKEY,N
1153,1154,3rd,"Risien, Mrs Samuel",,,,,,,female,N,,,N
1154,1155,3rd,"Robins, Mr Alexander A.",,,,,,,male,N,SYDNEY,AUSTRALIA,N
1155,1156,3rd,"Robins, Mrs Alexander A.",,,,,,,female,N,HONG KONG,CHINA,N
1156,1157,3rd,"Rommetvedt, Mr Karl Kristian Knut",,,,,,,male,N,HONG KONG,CHINA,N
1157,1158,3rd,"Rogers, Mr William John",,,,,,,male,N,,,N
1158,1159,3rd,"Rosblom, Mrs Viktor",,,,,,,female,Y,CAPE TOWN,SOUTH AFRICA,N
1159,1160,3rd,"Rosblom, Miss Salli Helena",,,,,,,female,Y,EDINBURGH,SCOTLAND,N
1160,1161,3rd,"Rosblom, Mr Viktor Rickard",,,,,,,male,N,BEIJING,CHINA,N
1161,1162,3rd,"Roth, Miss Sarah",,,,,,,female,N,,,Y
1162,1163,3rd,"Rouse, Mr Richard Henry",,,,,,,male,Y,MONTREAL,CANADA,N
1163,1164,3rd,"Rush, Mr Alfred George John",,,,,,,male,Y,SYDNEY,AUSTRALIA,N
1164,1165,3rd,"Ryan, Mr Edward Ryan",,,,,,,male,N,TEL AVIV,ISRAEL,Y
1165,1166,3rd,"Ryan, Mr Patrick",,,,,,,male,N,,,N
1166,1167,3rd,"Saad, Mr Amin",,,,,,,male,Y,ISTANBUL,TURKEY,N
1167,1168,3rd,"Saad, Khalil",,,,,,,male,Y,NICE,FRANCE,Y
1168,1169,3rd,"Sadlier, Mr Matthew",,,,,,,male,Y,,,N
1169,1170,3rd,"Sadowitz, Mr Harry",,,,,,,male,Y,CHICAGO,UNITED STATES,N
1170,1171,3rd,"Sage, Miss Ada",,,,,,,female,N,CHICAGO,UNITED STATES,N
1171,1172,3rd,"Sage, Miss Constance",,,,,,,female,Y,ISTANBUL,TURKEY,N
1172,1173,3rd,"Sage, Miss Dorothy",,,,,,,female,Y,BEIJING,CHINA,N
1173,1174,3rd,"Sage, Mr Douglas",,,,,,,male,Y,,,N
1174,1175,3rd,"Sage, Mr Frederick",,,,,,,male,Y,HONG KONG,CHINA,N
1175,1176,3rd,"Sage, Mr George",,,,,,,male,N,CHICAGO,UNITED STATES,N
1176,1177,3rd,"Sage, Mr John",,,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
1177,1178,3rd,"Sage, Mrs John",,,,,,,female,N,,,N
1178,1179,3rd,"Sage, Miss Stella",,,,,,,female,N,SYDNEY,AUSTRALIA,N
1179,1180,3rd,"Sage, Thomas (child)",,,,,,,male,Y,EDINBURGH,SCOTLAND,N
1180,1181,3rd,"Sage, Master William",,,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
1181,1182,3rd,"Salander, Mr Karl Johan",,,,,,,male,Y,NEW YORK,UNITED STATES,N
1182,1183,3rd,"Salkjelsvik, Miss Anna",,,,,,,female,N,MIAMI BEACH,FLORIDA,Y
1183,1184,3rd,"Salonen, Mr Johan Werner",,,,,,,male,Y,CHICAGO,UNITED STATES,N
1184,1185,3rd,"Samaan, Mr Elias",,,,,,,male,Y,BEIJING,CHINA,N
1185,1186,3rd,"Samaan, Mr Hanna",,,,,,,male,Y,BEIJING,CHINA,N
1186,1187,3rd,"Samaan, Mr Youssef",,,,,,,male,N,MONTREAL,CANADA,N
1187,1188,3rd,"Sandstrom, Miss Hjalmar",,,,,,,female,Y,BEIJING,CHINA,Y
1188,1189,3rd,"Sandstrom, Miss Beatrice Irene",,,,,,,female,N,BEIJING,CHINA,N
1189,1190,3rd,"Sandstrom, Miss Marguerite Rut",,,,,,,female,N,ISTANBUL,TURKEY,N
1190,1191,3rd,"Sather, Simon Sivertsen",,,,,,,male,N,NICE,FRANCE,N
1191,1192,3rd,"Saundercock, William Henry",,,,,,,male,N,BEIJING,CHINA,N
1192,1193,3rd,"Sawyer, Mr Frederick",,,,,,,male,Y,SANTA MONICA,UNITED STATES,N
1193,1194,3rd,"Scanlan, Mr James",,,,,,,male,Y,BEIJING,CHINA,N
1194,1195,3rd,"Sdycoff, Mr Todor",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1195,1196,3rd,Seman Master Betros,,,,,,,male,Y,MONTREAL,CANADA,N
1196,1197,3rd,"Serota, Mr Maurice",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
1197,1198,3rd,"Shaughnesay, Mr Patrick",,,,,,,male,N,HONG KONG,CHINA,N
1198,1199,3rd,"Shedid (Sitik), Mr Daher (Docart)",,,,,,,male,Y,BEIJING,CHINA,N
1199,1200,3rd,"Sheerlinck, Mr Jean",,,,,,,male,N,RIO DE JANEIRO,BRAZIL,Y
1200,1201,3rd,"Shellard, Mr Frederick B.",,,,,,,male,N,HONG KONG,CHINA,N
1201,1202,3rd,"Shine, Miss Ellen",,,,,,,female,N,BARCELONA,SPAIN,Y
1202,1203,3rd,"Shorney, Mr Charles",,,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
1203,1204,3rd,"Simmons, Mr John",,,,,,,male,N,CHICAGO,UNITED STATES,N
1204,1205,3rd,"Sirayanian, Mr Arsun",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
1205,1206,3rd,"Sivic, Mr Husen",,,,,,,male,N,,,N
1206,1207,3rd,"Sivola, Mr Antti",,,,,,,male,N,NICE,FRANCE,N
1207,1208,3rd,"Sjoblom, Miss Anna Sofia",,,,,,,female,N,NICE,FRANCE,Y
1208,1209,3rd,"Sholt, Mr Peter Andreas Lauritz Andersen",,,,,,,male,N,ISTANBUL,TURKEY,N
1209,1210,3rd,"Skinner, Mr Henry John",,,,,,,male,Y,MONTREAL,CANADA,N
1210,1211,3rd,"Skoog, Master Harald",,,,,,,male,N,HONOLULU,HAWAII,N
1211,1212,3rd,"Skoog, Master Karl",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1212,1213,3rd,"Skoog, Miss Mabel",,,,,,,female,N,ISTANBUL,TURKEY,N
1213,1214,3rd,"Skoog, Miss Margit",,,,,,,female,N,ISTANBUL,TURKEY,N
1214,1215,3rd,"Skoog, Mr William",,,,,,,male,Y,,,N
1215,1216,3rd,"Skoog, Mrs William",,,,,,,female,Y,HONG KONG,CHINA,N
1216,1217,3rd,"Slabenoff, Mr Petco",,,,,,,male,N,,,N
1217,1218,3rd,"Slocovski, Mr Selman",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1218,1219,3rd,"Smiljanovic, Mr Mile",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
1219,1220,3rd,"Smyth, Miss Julia",,,,,,,female,N,BARCELONA,SPAIN,Y
1220,1221,3rd,"Solvang, Mrs Lena Jacobsen",,,,,,,female,N,TEL AVIV,ISRAEL,N
1221,1222,3rd,"Somerton, Mr Francis William",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
1222,1223,3rd,"Sop, Mr Jules",,,,,,,male,Y,SYDNEY,AUSTRALIA,Y
1223,1224,3rd,"Spector, Mr Woolf",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1224,1225,3rd,"Staneff, Mr Ivan",,,,,,,male,N,BARCELONA,SPAIN,N
1225,1226,3rd,"Stankovic, Mr Jovan",,,,,,,male,Y,BEIJING,CHINA,N
1226,1227,3rd,"Stanley, Miss Amy Zilla Elsie",,,,,,,female,Y,CAPE TOWN,SOUTH AFRICA,Y
1227,1228,3rd,"Stanley, Mr Edward Roland",,,,,,,male,N,,,N
1228,1229,3rd,"Storey, Mr Thomas",,,,,,,male,N,,,N
1229,1230,3rd,"Stoyehoff, Mr Ilia",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
1230,1231,3rd,"Strandberg, Miss Ida Sofia",,,,,,,female,Y,,,N
1231,1232,3rd,"Stranden, Mr Juho",,,,,,,male,N,RIO DE JANEIRO,BRAZIL,Y
1232,1233,3rd,"Strilic, Mr Ivan",,,,,,,male,N,CHICAGO,UNITED STATES,N
1233,1234,3rd,"Strom, Mrs Wilhelm",,,,,,,female,N,,,N
1234,1235,3rd,"Strom, Miss Telma (Selma) Matilda",,,,,,,female,Y,ISTANBUL,TURKEY,N
1235,1236,3rd,"Sunderland, Mr Victor Francis",,,,,,,male,N,CHICAGO,UNITED STATES,Y
1236,1237,3rd,"Sundman, Mr Johan Julian",,,,,,,male,Y,CHICAGO,UNITED STATES,N
1237,1238,3rd,"Sutehall, Mr Henry, Jr",,,,,,,male,Y,RIO DE JANEIRO,BRAZIL,N
1238,1239,3rd,"Svensson, Mr Johan",,,,,,,male,N,,,N
1239,1240,3rd,"Svensson, Mr Johan Cervin",,,,,,,male,N,SANTA MONICA,UNITED STATES,Y
1240,1241,3rd,"Svensson, Mr Olof",,,,,,,male,N,ISTANBUL,TURKEY,N
1241,1242,3rd,"Tannous, Mr Thomas",,,,,,,male,N,MONTREAL,CANADA,N
1242,1243,3rd,"Tenglin, Mr Gunnar Isidor",,,,,,,male,N,VANCOUVER,BRITISH COLUMBIA,Y
1243,1244,3rd,"Theobald, Mr Thomas Leonard",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1244,1245,3rd,"Thomas, Mrs Alexander",,,,,,,female,N,,,Y
1245,1246,3rd,"Thomas, Master Assad Alexander",,,,,,,male,Y,HONG KONG,CHINA,N
1246,1247,3rd,"Thomas, Mr Charles",,,,,,,male,N,MONTREAL,CANADA,N
1247,1248,3rd,"Thomas, Mr John, Jr",,,,,,,male,N,LONDON,UNITED KINGDOM,N
1248,1249,3rd,"Thomas, Mr John (? 1st/2nd class)",,,,,,,male,Y,MONTREAL,CANADA,N
1249,1250,3rd,"Thomson, Mr Alexander",,,,,,,male,N,SYDNEY,AUSTRALIA,N
1250,1251,3rd,"Thorneycroft, Mr Percival",,,,,,,male,N,VANCOUVER,BRITISH COLUMBIA,N
1251,1252,3rd,"Thorneycroft, Mrs Percival",,,,,,,female,Y,RIO DE JANEIRO,BRAZIL,Y
1252,1253,3rd,"Tikkanen, Mr Juho",,,,,,,male,N,ISTANBUL,TURKEY,N
1253,1254,3rd,"Tobin, Mr Roger",,,,,,,male,Y,EDINBURGH,SCOTLAND,N
1254,1255,3rd,"Todoroff, Mr Lalio",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
1255,1256,3rd,"Toerber, Mr Ernest William",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1256,1257,3rd,"Tomlin, Mr Ernest Portage",,,,,,,male,Y,CHICAGO,UNITED STATES,N
1257,1258,3rd,"Torfa, Mr Assad",,,,,,,male,N,CHICAGO,UNITED STATES,N
1258,1259,3rd,"Tornquist, Mr William Henry",,,,,,,male,N,RIO DE JANEIRO,BRAZIL,Y
1259,1260,3rd,"Touma (Thomas), Mrs Darwin",,,,,,,female,N,,,N
1260,1261,3rd,"Touma (Thomas), Master George",,,,,,,male,N,,,N
1261,1262,3rd,"Touma (Thomas), Miss Hannah",,,,,,,female,N,MONTREAL,CANADA,N
1262,1263,3rd,"Turcin, Mr Stefan",,,,,,,male,N,BEIJING,CHINA,N
1263,1264,3rd,"Turja, Miss Anna Sofia",,,,,,,female,Y,,,Y
1264,1265,3rd,"Turkula, Mrs Hedvig",,,,,,,female,Y,CAPE TOWN,SOUTH AFRICA,N
1265,1266,3rd,"Uzelas, Mr Joso",,,,,,,male,Y,BEIJING,CHINA,N
1266,1267,3rd,"Van Billiard, Mr Austin Blyler",,,,,,,male,Y,TEL AVIV,ISRAEL,N
1267,1268,3rd,"Van Billiard, Master James William",,,,,,,male,Y,MONTREAL,CANADA,N
1268,1269,3rd,"Van Billiard, Master Walter John",,,,,,,male,N,ISTANBUL,TURKEY,N
1269,1270,3rd,"Van der Planke, Miss Augusta",,,,,,,female,N,SYDNEY,AUSTRALIA,N
1270,1271,3rd,"Van der Planke, Mr Jules",,,,,,,male,Y,CHICAGO,UNITED STATES,N
1271,1272,3rd,"Van der Planke, Mrs Jules",,,,,,,female,N,,,N
1272,1273,3rd,"Van der Planke, Mr Leon",,,,,,,male,Y,MONTREAL,CANADA,N
1273,1274,3rd,"Van der Steen, Mr Leo Peter",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1274,1275,3rd,"Van de Velde, Mr John Joseph",,,,,,,male,Y,EDINBURGH,SCOTLAND,N
1275,1276,3rd,"Vandewalle, Mr Nestor Cyriel",,,,,,,male,N,MONTREAL,CANADA,N
1276,1277,3rd,"Van Impe, Miss Catharine",,,,,,,female,N,SANTA MONICA,UNITED STATES,N
1277,1278,3rd,"Van Impe, Mr Jean Baptiste",,,,,,,male,Y,,,N
1278,1279,3rd,"Van Impe, Mrs Jean Baptiste",,,,,,,female,N,,,N
1279,1280,3rd,"Vartunian, Mr David",,,,,,,male,N,VANCOUVER,BRITISH COLUMBIA,Y
1280,1281,3rd,"Vassilios, Mr Catavelas",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
1281,1282,3rd,"Vendel, Mr Olof Wdvin",,,,,,,male,N,ISTANBUL,TURKEY,N
1282,1283,3rd,"Vereruysse, Mr Victor",,,,,,,male,N,ISTANBUL,TURKEY,N
1283,1284,3rd,"Vestrom, Miss Hulda Amanda Adolfina",,,,,,,female,N,BEIJING,CHINA,N
1284,1285,3rd,"Vonk, Mr Jenko",,,,,,,male,N,MONTREAL,CANADA,N
1285,1286,3rd,"Ware, Mr Frederick",,,,,,,male,N,LONDON,UNITED KINGDOM,N
1286,1287,3rd,"Warren, Mr Charles William",,,,,,,male,N,BEIJING,CHINA,N
1287,1288,3rd,"Wazli, Mr Yousif",,,,,,,male,Y,,,N
1288,1289,3rd,"Webber, Mr James",,,,,,,male,Y,LONDON,UNITED KINGDOM,N
1289,1290,3rd,"Wennerstrom, Mr August Edvard",,,,,,,male,N,LONDON,UNITED KINGDOM,Y
1290,1291,3rd,"Wenzel, Mr Linhart",,,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
1291,1292,3rd,"Widegren, Mr Charles Peter",,,,,,,male,Y,ISTANBUL,TURKEY,N
1292,1293,3rd,"Wiklund, Mr Jacob Alfred",,,,,,,male,Y,NICE,FRANCE,N
1293,1294,3rd,"Wilkes, Mrs Ellen",,,,,,,female,Y,ISTANBUL,TURKEY,Y
1294,1295,3rd,"Willer, Mr Aaron",,,,,,,male,Y,LONDON,UNITED KINGDOM,N
1295,1296,3rd,"Willey, Mr Edward",,,,,,,male,Y,ISTANBUL,TURKEY,N
1296,1297,3rd,"Williams, Mr Howard Hugh",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
1297,1298,3rd,"Williams, Mr Leslie",,,,,,,male,N,NICE,FRANCE,N
1298,1299,3rd,"Windelov, Mr Einar",,,,,,,male,N,HONG KONG,CHINA,N
1299,1300,3rd,"Wirz, Mr Albert",,,,,,,male,Y,NEW YORK,UNITED STATES,N
1300,1301,3rd,"Wiseman, Mr Phillippe",,,,,,,male,Y,MONTREAL,CANADA,N
1301,1302,3rd,"Wittevrongel, Mr Camiel",,,,,,,male,N,NEW YORK,UNITED STATES,N
1302,1303,3rd,"Yalsevac, Mr Ivan",,,,,,,male,Y,TEL AVIV,ISRAEL,Y
1303,1304,3rd,"Yasbeck, Mr Antoni",,,,,,,male,N,HONG KONG,CHINA,N
1304,1305,3rd,"Yasbeck, Mrs Antoni",,,,,,,female,Y,CHICAGO,UNITED STATES,Y
1305,1306,3rd,"Youssef, Mr Gerios",,,,,,,male,Y,NICE,FRANCE,N
1306,1307,3rd,"Zabour, Miss Hileni",,,,,,,female,N,CHICAGO,UNITED STATES,N
1307,1308,3rd,"Zabour, Miss Tamini",,,,,,,female,Y,HONG KONG,CHINA,N
1308,1309,3rd,"Zakarian, Mr Artun",,,,,,,male,N,CHICAGO,UNITED STATES,N
1309,1310,3rd,"Zakarian, Mr Maprieder",,,,,,,male,N,BEIJING,CHINA,N
1310,1311,3rd,"Zenn, Mr Philip",,,,,,,male,N,CHICAGO,UNITED STATES,N
1311,1312,3rd,"Zievens, Rene",,,,,,,female,N,KUALA LUMPUR,MALAYSIA,N
1312,1313,3rd,"Zimmerman, Leo",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
